,user_names,text
2245,RepCardenas,"RT @RepElaineLuria: Starting tomorrow, 988 is the new national number for suicide prevention, mental health and substance use crises. 

Dia…"
2246,RepCardenas,"RT @RepValDemings: It’s ok to feel not ok; I pray you never feel like you have to suffer alone. Starting tomorrow, we’ll have a new nationw…"
2247,RepCardenas,"RT @SenatorBaldwin: We need to help those in mental health crises and prevent suicide by breaking down barriers, improving the resources an…"
2248,RepCardenas,RT @RepMoulton: A big thank you to the many others in Congress who are also dedicated to better mental health care in America -- like my co…
2249,RepCardenas,"RT @RepDavidTrone: Big news! Tomorrow, @samhsagov is launching 988, a brand new 3-digit number for anyone in the U.S. to call or text durin…"
2250,RepCardenas,"RT @samhsagov: Starting tomorrow, simply calling or texting 988 or chatting https://t.co/Tq7I6LIDqJ will connect you to compassionate care…"
2251,RepCardenas,"RT @RepCasten: In 2020, Congress created a new free, 24/7 and confidential dialing code for mental health emergencies: 988. 

Beginning tom…"
2252,RepCardenas,"RT @988Lifeline: Stay connected with us on social media! 📲 We're now @988Lifeline. 

If you need support, please call or text 988 or chat w…"
2253,RepCardenas,"RT @JRosenworcelFCC: All across our country, people are hurting. The good news is that getting that help just got a lot easier. Starting to…"
2254,RepCardenas,RT @SecBecerra: Thrilled to be in Philadelphia announcing the transition taking place tomorrow from the National Suicide Prevention Lifelin…
2255,RepCardenas,"RT @RepDwightEvans: 1/ Starting Saturday, 9-8-8 will be the number to dial for the 24-hour National Suicide Prevention Lifeline, which also…"
2256,RepCardenas,"RT @SanfordBishop: 9-8-8 is the new three-digit mental health, substance use, or suicide crisis number and is now available nationwide. Tho…"
2257,RepCardenas,"RT @RepJoshHarder: Mental health is a huge problem right now in our community, but help is a quick call or text away.
 
If you need help, d…"
2258,RepCardenas,"RT @RepPeteAguilar: Starting Saturday July 16th, 988 will be available for anyone in the US to call or text during a mental health, suicide…"
2259,RepCardenas,"RT @RepJimCosta: In 2020, Congress created a new, free, 24/7, and confidential dialing code for mental health emergencies: 988. Beginning t…"
2260,RepCardenas,RT @BettyMcCollum04: I supported efforts to create a nationwide 3-digit number for people experiencing a mental health crisis. And it is fi…
2261,RepCardenas,"RT @RepZoeLofgren: If you or someone you know are experiencing a mental health or substance use crisis: help is available.

Starting tomorr…"
2262,RepCardenas,"RT @RepJohnLarson: We acted in Congress to create a 3-digit number, 988, for suicide prevention and mental health crises. Starting tomorrow…"
2263,RepCardenas,RT @HouseAgDems: Farmers and those in ag-related occupations are among the most likely to die by suicide. Please know that you are not alon…
2264,RepCardenas,"RT @sethmoulton: Having someone to talk to during a moment of crisis can make all the difference.  

The #988Lifeline goes live tomorrow.…"
2265,RepCardenas,RT @RepAdams: The 988 Suicide and Crisis Line launches tomorrow. Suicide is the leading cause of death for Americans aged 10 to 34. With th…
2266,RepCardenas,"RT @RepKClark: Substance use or mental health emergencies can happen at any time, to anyone, of any age.

Starting TOMORROW, critical assis…"
2267,RepCardenas,"RT @RepRitchie: Suicide is the leading cause of death for Americans aged 10 to 34.
If you or someone you know struggles with suicidal thoug…"
2268,RepCardenas,"RT @RepCheri: After passing with bipartisan support in 2020, the 988 Suicide &amp; Lifeline crisis number is going live! Starting tomorrow, you…"
2269,RepCardenas,"RT @RepBobbyRush: Suicides shatter families &amp; communities, which is why mental health resources are crucial.  

Tomorrow, those in need can…"
2270,RepCardenas,"RT @RepSarbanes: As of tomorrow, July 16, there will be a new nationwide number to call for suicide and crisis prevention: 988. In 2020, Co…"
2271,RepCardenas,"RT @gracenapolitano: If you or someone you know is having thoughts of suicide or experiencing a mental health or substance use crisis, call…"
2272,RepCardenas,"RT @gracenapolitano: In a moment of crisis, connecting with someone who knows how to provide compassionate counseling can help. Trained cou…"
2273,RepCardenas,"RT @RepLBR: Starting tomorrow, we’ll have a new nationwide number to call for suicide prevention, mental health and substance use crises: 9…"
2274,RepCardenas,"RT @RepHankJohnson: Suicide is the leading cause of death for Americans aged 10 to 34. 
If you or someone you know struggles with suicidal…"
2275,RepCardenas,"RT @gracenapolitano: Starting TOMORROW (July 16)- 988 will be the new nationwide number to call for suicide prevention, mental health and s…"
2276,RepCardenas,"RT @RepChuyGarcia: In 2020, Congress created a new free, 24/7 and confidential dialing code for mental health emergencies: 988.

Beginning…"
2277,RepCardenas,"RT @RepDarrenSoto: Starting tomorrow, we’ll have a new nationwide number to call for suicide prevention, mental health, and substance use c…"
2278,RepCardenas,"RT @RepBillFoster: Starting tomorrow, we’ll have a new nationwide number to call for suicide prevention, mental health and substance use cr…"
2279,RepCardenas,"RT @RepJimmyPanetta: Starting tomorrow, we’ll have a new nationwide number to call for suicide prevention, mental health and substance use…"
2280,RepCardenas,RT @DonaldNorcross: Proud to announce that the  #988Lifeline system goes into effect tomorrow for South Jerseyans seeking mental health tre…
2281,RepCardenas,"Starting tomorrow, we’ll have a new nationwide number to call for suicide prevention, mental health and substance use crises: 988. 
 
Call or text to be connected to trained crisis counselors who can help you or someone you know.
 #988Lifeline https://t.co/dHjPbXJ8AR"
2282,RepCardenas,RT @ANCA_DC: #Accountability: @RepCardenas on House passage of ANCA-backed FY23 NDAA (HR 7900) Amendment #121:  “We must ensure that we get…
2283,RepCardenas,"Access to comprehensive health care must include #AbortionAccess – abortion remains legal in California, but the ability to access care should NOT depend on where you live. 

I’m supporting #WHPA today to restore this critical right nationwide. https://t.co/FjMTZyQbL0"
2284,RepCardenas,RT @RepFletcher: Congress has the authority and the responsibility to protect Americans from unconstitutional efforts to punish people exer…
2285,RepCardenas,"This report will provide us with the information that we need to hold Azerbaijan accountable and stand with the Armenians who are still in danger.

Learn more: https://t.co/GVWThnfMJF"
2286,RepCardenas,"In 2020 Azerbaijan perpetrated a war in Nagorno-Karabakh that killed thousands of Armenians. Today we passed an amendment to the NDAA that @RepAdamSchiff, @BradSherman and I introduced to require a report on the extent of the violence committed by the Aliyev regime in the region. https://t.co/f4Nf5ZxauM"
2287,RepCardenas,"July is #BIPOCMentalHealthMonth. Discrimination and oppression contribute to unique mental health struggles for many BIPOC individuals. Visibility and culturally competent health care are important steps toward building healthy, safe communities. https://t.co/mVOtbNB0iU"
2288,RepCardenas,"For more information: 
https://t.co/miG4ToEoBx"
2289,RepCardenas,"Peggy Frank passed away from heat exhaustion while driving her USPS route on a 117ºF day in San Fernando because her truck didn't have AC. 

Today I introduced the Peggy Frank Memorial Act to require that every USPS truck has AC and proper equipment to keep civil servants safe. https://t.co/bmn1WHP0aW"
2290,RepCardenas,"RT @lapublichealth: COVID cases are increasing &amp; we have high transmission in LA County. You should wear an upgraded mask such as an N95, K…"
2291,RepCardenas,"RT @RepMarkTakano: Last night, the House voted to uphold our promise to toxic-exposed veterans by passing my Honoring our #PACTAct.

This i…"
2292,RepCardenas,"Law enforcement shouldn’t rely on social media to tell the public about dangerous situations. 

I'm voting for The Active Shooter Alert Act to give departments the technology to send out Wireless Emergency Alert messages to warn communities of active shooter incidents. https://t.co/db4tA1Y6CA"
2293,RepCardenas,"We have a duty to care for our veterans. I'm voting to send @RepMarkTakano’s Honoring our PACT Act to @POTUS' desk so millions of toxic-exposed veterans can finally get the care they need. 

Thanking veterans for their service isn't enough — they deserve action. https://t.co/kBDQtNJJOs"
2294,RepCardenas,Parts of our #988Implementation Act passed the House at the end of June. The #988Lifeline goes live this weekend and we need resources available across the nation. It's time for the Senate to pass the #RestoringHope for Mental Health &amp; Well-Being Act.
2295,RepCardenas,#TeamCárdenas was excited to welcome students from The Science Academy STEM Magnet in North Hollywood to the Capitol today! They're in town for the National Finals of the 2022 National Science Bowl and have been enjoying their time in DC. Proud of these bright kids! https://t.co/m6HcS1CkxC
2296,RepCardenas,"Ada Limón is the 24th United States poet laureate! She is the first Latina to hold the position and writes accessible, engaging poetry. I can’t wait to read the works that she creates as a literary leader.
 
https://t.co/Cs564nzfPP"
2297,RepCardenas,"Breathtaking. Curiosity has long been part of our American spirit, and these images from @NASAWebb  are a true reminder that there are no limits to uncovering the mysteries of our early universe.
 
https://t.co/wonwx3Auj9 https://t.co/ut5la5YHIj"
2298,RepCardenas,"RT @RepStephMurphy: I'm co-leading today's @January6thCmte hearing, where we'll show how President Trump grew more desperate, tapped into t…"
2299,RepCardenas,"The ratification of the 14th Amendment was an important moment for equality: all people born or naturalized in the U.S. were granted equal protection under the law. Over 150 years later, we're keeping up the fight to ensure EVERY American has equal rights. https://t.co/56bCDFSeIA"
2300,RepCardenas,Eid Mubarak to everyone celebrating this weekend! https://t.co/H97hhvawRc
2301,RepCardenas,"The Executive Order @POTUS signed today is a great step toward protecting women’s privacy and access to reproductive health care. Now, it’s time for Congress to codify these protections — and more — into law. https://t.co/29FuwBKav0"
2302,RepCardenas,"Kimberly Goodman needed to travel for work but realized her passport was about to expire. She got in touch with our office, and our team was able to speed up the process for her so that she could renew it as soon as possible. Our casework team is here to help! Call (818) 221-3718 https://t.co/FCLb9xxibm"
2303,RepCardenas,"RT @JoaquinCastrotx: Survivors of the San Antonio smuggling tragedy should be able to focus on their recovery.

Along with my House colleag…"
2304,RepCardenas,"Great news for @flyLAXairport; through the Bipartisan Infrastructure Law, the airport will receive $50 million to reconstruct and modernize its terminal roadway system, including reconfiguring the Central Terminal Area entrance. https://t.co/SM6nFd9rWp"
2305,RepCardenas,"RT @RepChuyGarcia: Today @POTUS is honoring Raul Yzaguirre the founder of the National Council of La Raza (NCLR), now known as @WeAreUnidos…"
2306,RepCardenas,"Recently I had the chance to meet last year's winner of the #CA29 Congressional Art Competition, Kathia Hernandez. We enjoyed seeing her piece ""Skating Summer Days"" hanging in the Capitol over the last year. We’re lucky to have so many talented young artists in our district! https://t.co/prozDlWg9M"
2307,RepCardenas,".@FEMA has awarded LA County $58 million for @CAgovernor’s Great Plates Delivered program, which helps seniors and others at risk from COVID-19 get meals without worrying about exposure to the virus. This also acts as a stimulus for local businesses that supply the food! https://t.co/875MsGxCIw"
2308,RepCardenas,"If you need help getting a loved one out of Ukraine, please call our office: (818) 221-3718"
2309,RepCardenas,"Anait Petrosyan's brother couldn't escape the war in Ukraine due to medical issues. As she looked for ways to get her brother to safety, Ms. Petrosyan reached out to our caseworkers, who were able to secure a visa for him to come to the US! https://t.co/U5byxeOuYx"
2310,RepCardenas,"My thoughts are with the families who fled gunfire and lost loved ones on what should have been a day of celebration.

Americans shouldn't have to fear for their safety in public spaces — we must continue to work on commonsense gun safety laws.”
 
https://t.co/T61gvPOQXe"
2311,RepCardenas,"Happy #4thOfJuly!

May today be a reminder of the fundamental values and freedoms this country was founded on — liberty, justice and equality. Let’s reflect and continue to fight for a better America. https://t.co/d9KdQutGgx"
2312,RepCardenas,"While Fourth of July festivities are fun for people, they aren’t always fun for pets. Fireworks especially are a source of fear and anxiety for our companion animals. Follow these tips to keep furry friends safe and comfortable!

#FourthofJuly #petsafety https://t.co/O1FV0GHTDC"
2313,RepCardenas,#TeamCardenas had the honor of welcoming Army veteran Gilbert M. Briones and his family to the Capitol! Mr. Briones received a Bronze Star for his service as a Staff Sargent in the Korean War. We thank him for his service! https://t.co/1ueTg6lLZr
2314,RepCardenas,"Pacoima small business Ultramet has been awarded a grant of $619,500 from @ENERGY for working on advanced scientific instrumentation and technologies to address climate change. 

It's empowering to see solutions being created right here in the community! https://t.co/cQVhqOsYdi"
2315,RepCardenas,"As a former small business owner, I know what it takes to run a business – that’s why I’m dedicated to supporting Valley businesses and business owners. I'm honored to have received a Bizzi from @BizFed that my Deputy District Director, Osvaldo, accepted on my behalf. https://t.co/N6JpaO0bIh"
2316,RepCardenas,"Congratulations to Justice Ketanji Brown Jackson, who was sworn into the Supreme Court today! 

She brings years of experience as a public defender and federal judge, a reputation as a consensus-builder and much-needed representation to the bench. https://t.co/pFpcCeKncX"
2317,RepCardenas,"This dangerous ruling not only sets us back in our fight against the climate crisis, but it also creates a concerning precedent for other federal agencies."
2318,RepCardenas,"This is a devastating blow for communities like the Valley which are already on the frontlines of environmental injustice and pollution.
 
Our people will suffer. Our health will be harmed. Polluters will destroy our planet. 

We must fight back. https://t.co/Np8XctUMdz"
2319,RepCardenas,"SCOTUS just upheld Biden’s decision to end one of the most inhumane immigration policies in modern history.

This is a step forward, but more work remains to reform our immigration system and fully live up to the promise that America is a beacon of hope for all who seek asylum. https://t.co/8wXFKTnrEG"
2320,RepCardenas,"I'm co-leading @RepRobinKelly's NIH Clinical Trial Diversity Act because clinical trials must include ALL impacted communities. 

Today I asked @KBibbinsDomingo how we can improve diversity and trust in our scientific processes during our @EnergyCommerce hearing. https://t.co/GN3klrkKoP"
2321,RepCardenas,"We were stunned by the beautiful submissions to the #CA29 Congressional Art Competition this year. Congratulations to the 2022 winners.
 
🥇 Daniela Vigil, ""In Youth We Trust""
🥈 Sarahi Lopez , ""coalesce""
🥉 Beverly Regino, ""Is it Me? This is Me."" https://t.co/ieO0t58GS9"
2322,RepCardenas,"Had a wonderful meeting with leaders at Valley Community Healthcare. Not only is this team helping people in our community, they're also working to educate and train health care professionals. 

Their long-term commitment to improving health care for the district is inspiring! https://t.co/v0rBmcvLbR"
2323,RepCardenas,"Republicans TALK about supporting American families — but take a look at what the #RepublicanAgenda would actually DO:

❌ Raise the retirement age

🥫 Decimate #SNAP, #Medicaid, #Medicare &amp; other lifesaving programs

👷 Destroy workers’ ability to bargain collectively &amp; unionize"
2324,RepCardenas,"I've supported the right to organize from day one. 

Yesterday I spoke with the team at one of our local Starbucks stores in Sylmar about plans to unionize. They deserve higher wages, better working conditions and so much more. https://t.co/Ouz4fv3Xct"
2325,RepCardenas,"Thanks so much to everyone who joined our telephone town hall tonight! It was wonderful to see how much our community cares about 988 and improving mental health care in the Valley.

If we didn't get to your question, please contact our office: (818) 221-3718 https://t.co/jEnlKp5sKT"
2326,RepCardenas,"Our telephone town hall on mental health is TONIGHT at 7 P.M. PT! We'll be discussing how we can improve mental health in our community and use the new 988 mental health emergency line to help one another.
 
Join the conversation at 833-305-1682 or go to https://t.co/eYDYG023ge https://t.co/fx1US0oJEx"
2327,RepCardenas,"We’ve all felt the pain at the pump because of price gouging from Big Oil.

You can use this website to find the cheapest gas prices in our community: 
https://t.co/VjUnru9DHg"
2328,RepCardenas,"Great meeting with Mr. Jose Velasquez, Principal of Osceola Street Elementary School and member of the Sylmar Neighborhood Council! 

Together, we’re going to continue to invest in Valley kids by helping them succeed in their education and careers. https://t.co/2bNyWLppLR"
2329,RepCardenas,"This is gut-wrenching. Seeking a better life in America should not mean losing it.

We must end inhumane policies like Title 42 and fix our broken immigration system to stop putting those escaping violence and persecution at the mercy of human smugglers. https://t.co/QAIQOu0av3"
2330,RepCardenas,"RT @RepBarragan: While women in #CA still have a legal right to access abortion services - women in many states have already, or soon will,…"
2331,RepCardenas,"HAPPENING SOON! At 5 P.M. PT we will be holding our passport webinar. Tune in to learn tips on renewing or applying for a passport from representatives at the Passport Agency. 

See you in a few hours! https://t.co/wwdtbHzKo5"
2332,RepCardenas,"L.A.’s message is loud and clear: abortion is health care.
 
We can’t and won’t go backward. https://t.co/BphtCvgTf6"
2333,RepCardenas,"RT @HouseDPCC: This month, we celebrated the 10 year anniversary of DACA. This was a big step forward, but our Dreamers deserve security, s…"
2334,RepCardenas,RT @RepMarieNewman: Guns should not have more rights than women in America.
2335,RepCardenas,"The 988 crisis line goes live in July, so we're having a telephone town hall about mental health!  Share your concerns, ask questions and hear neighbors' thoughts on mental health care in our community.
 
Dial in at 7:00 P.M. PT to be a part of the conversation. https://t.co/5hqtuY0bGt"
2336,RepCardenas,Going abroad soon? Join my Passport Agency Webinar to learn about the latest passport service times and policies. Representatives from the Passport Agency will tell you what you need to know before applying for a new passport or renewal. https://t.co/lMlmL6IMPt
2337,RepCardenas,"Yesterday the House passed the Bipartisan #SaferCommunities Act and sent it on to President Biden's desk. This package includes laws that are proven to save lives and will protect kids, domestic abuse victims and our communities. https://t.co/8dWHk7jegx"
2338,RepCardenas,"Abortion is still legal in California.

https://t.co/Yk29mLB7dE"
2339,RepCardenas,"The Supreme Court just overturned half a century of reproductive freedom. While I can't say I'm surprised, I am OUTRAGED. 

My heart is heavy today, but we will fight this together. https://t.co/T4MlQYJoZF"
2340,RepCardenas,RT @LGBTEqCaucus: Earlier tonight the House passed the LGBTQI+ Data Inclusion Act! This bill will ensure we have comprehensive data on the…
2341,RepCardenas,"Today is the 50th anniversary of the Pell grant, which is awarded to students to make college education more accessible. 

These need-based grants change lives, but students need more help — if we #DoublePell we can make paying for college easier for many more people."
2342,RepCardenas,"RT @SenAlexPadilla: As our country faces a deadly epidemic of gun violence, the Supreme Court has taken us backward today by making it easi…"
2343,RepCardenas,"Great meeting with @csunorthridge staff and student leaders to hear how doubling the Pell Grant would help Matadors! 

We also talked about protecting our Dreamers and ensuring they have access to a college education. #SupportCSU #PellTurns50 https://t.co/PmU4HEk3X1"
2344,RepCardenas,"Today #TitleIX turns 50, marking half a century of progress toward equality in schools and sports. 

We've come a long way, but the fight to make sure that EVERY woman has access to opportunities in the classroom and on the field continues. 

https://t.co/BsOlnpdyy6"
2345,RepCardenas,"RT @NewDemCoalition: NEW: 10 NDC-Endorsed Bills Pass House to Address the Mental Health &amp; Substance Use Disorder Crises 

""New Dems know th…"
2346,RepCardenas,"Today @RepKimSchrier, @SenBlumenthal and I introduced our bill to ban small, strong magnets that cause serious internal injuries or death if swallowed from products.  

https://t.co/uBa41fWLjU https://t.co/A01iVFkJT1"
2347,RepCardenas,"Last night we passed the #RestoringHope for Mental Health and Well-Being Act. Several provisions of my #988Implementation Act—like support for crisis response teams— were included. This is great news, but we must do more to provide care nationwide.

https://t.co/MqgZNjWHfW"
2348,RepCardenas,RT @RepRaskin: Today @January6thCmte will expose how Donald Trump tried to weaponize the Department of Justice in his desperate bid to reta…
2349,RepCardenas,"Today I spoke to Congressional staff about 988 and my #988Implementation Act. People in crisis will soon have someone to call, but we need to #Fund988 to ensure that states have the resources to send someone to help and provide somewhere to go. https://t.co/dQDlgcqSJB"
2350,RepCardenas,"Immigrant farmworkers plant, pick, package and ship the food we put on our tables every single day.

They deserve protection and a pathway to citizenship. It’s time to make the Farm Workforce Modernization Act the law of the land. https://t.co/E73ZWSDKR1"
2351,RepCardenas,"RT @CD6Nury: After this morning’s storm, it’s important to stay aware of your surroundings and report any issues that may have occurred.

P…"
2352,RepCardenas,"The National Museum of the American Latino will be built by our hands, in our image and in our way. 

And it's going to be on the National Mall. https://t.co/VMT2PMoE2I"
2353,RepCardenas,"RT @UFWupdates: ""The passage of the Farm Workforce Modernization Act hits remarkably close to home. Farm workers expose themselves daily to…"
2354,RepCardenas,"Suicide is the second leading cause of death among children and young people. 

To help end this crisis, I'm voting to pass the #RestoringHope for Mental Health and Well-Being Act, which includes portions of my #988Implementation Act. https://t.co/66cEI3RIn7"
2355,RepCardenas,"RT @SpeakerPelosi: Join the Congressional Hispanic Caucus, advocates for farm workers and me at the U.S. Capitol for a press conference on…"
2356,RepCardenas,I'm excited to welcome Maddy for #FosterYouthShadowDay! Maddy is a rising senior at Georgetown studying sociology and justice &amp; peace studies. I'm looking forward to hearing her story and ideas about improving the foster system. #BeyondResilient https://t.co/smOPQFsBVH
2357,RepCardenas,"I helped create the Emergency Connectivity Fund in Congress because I want every Valley student to have the devices they need to succeed. 

Proud to deliver $182.7M for laptops and tablets to every single LAUSD school! https://t.co/sCouZrxjqq"
2358,RepCardenas,"Nearly 4.6 million children live in homes with unlocked and loaded guns. #NationalASKDay is a reminder to ask if there is an unlocked firearm where your child plays. 

One question could save a life. #EndFamilyFire

https://t.co/puqSMOMSR7"
2359,RepCardenas,"RT @RepAdamSchiff: Today, we will show how Donald Trump spread claims of fraud he knew were false,

How he used these lies to pressure stat…"
2360,RepCardenas,RT @DanGillison: ⏰ Happening Now! Tune in for this important conversation about embedding equity into 988: https://t.co/qai6XN3IvX @RepCard…
2361,RepCardenas,"America was founded on the idea that people fleeing persecution, war or other hardships could build a life here. On #WorldRefugeeDay, we recommit to welcoming those who are looking for freedom, safety and stability in our country.

https://t.co/CROCL7oeBH"
2362,RepCardenas,"#Juneteenth marks the day that Union troops arrived in Galveston, Texas to enforce the Emancipation Proclamation and free the last enslaved Black Americans. 

Learn more about Juneteenth from the @NMAAHC. https://t.co/xi4VqkKrZ5"
2363,RepCardenas,"Being a father and grandfather is one of my greatest joys. 

Happy Father’s Day to all the dads and father figures out there!

#FathersDay https://t.co/Ik4eeeUl4D"
2364,RepCardenas,"Today, we commemorate the end of slavery in the United States. 

On #Juneteenth, let’s take time to reflect on the history and legacy of emancipation for Black Americans, and recognize that the fight for justice and racial equality continues. https://t.co/63el9NfOee"
2365,RepCardenas,"DACA has given so many people new opportunities, and my office is here to ensure that they can continue to pursue their dreams. Our casework team was happy to help Dominic with his DACA renewal, and they can help you, too, at (818) 221-3718. https://t.co/S4EXtXXxC7"
2366,RepCardenas,"Celebrated the opening of the Molina Family Latino Gallery at the National Museum of American History last night! 

This new exhibit is just a taste of what we’re going to see in the National Museum of the American Latino. https://t.co/pKLNav5Z58"
2367,RepCardenas,"I'm so excited to announce I requested nearly $27M in Community Project Funding for the Northeast San Fernando Valley! The funding would support job creation, youth programs, mental health care, community empowerment, improvements to healthcare and more.

https://t.co/qYlE8voa5Z https://t.co/Se6F3p89Dz"
2368,RepCardenas,"#988 will go live in exactly one month, meaning anyone in crisis can call for help. 

But a new phone line alone is not enough — we need our #988Implementation Act for a fully-funded response system: someone to call, someone to come and somewhere to go. https://t.co/62AoVliHLh"
2369,RepCardenas,"Join us later today⬇️ 

I'll be giving an update on our #988Implementation Act and the need for increased investments for a full continuum of crisis services. https://t.co/f751uRCCWr"
2370,RepCardenas,RT @RepStephMurphy: President Trump’s efforts to pressure VP Pence into overturning a free and fair election threatened our democracy &amp; dir…
2371,RepCardenas,"RT @LeaderHoyer: I was glad to join my colleagues, including @HispanicCaucus Chairman @RepRaulRuizMD, @JoaquinCastrotx, &amp; @RepCardenas as w…"
2372,RepCardenas,"Today marks 10 years since President Obama announced the DACA program, bringing countless young people out of the shadows. 

Each of them put their faith in us, and now it's time we make good on our promise to deliver permanent protection and a pathway to citizenship. https://t.co/MTFvApWteR"
2373,RepCardenas,"#HR2543 would work to root out persistent discrimination and barriers in our financial system, so that all businesses have a chance to thrive and everyone has access to fair housing and lending. That's why I'm voting #YesOnHR2543 https://t.co/VAKPEobMZl"
2374,RepCardenas,"RT @LGBTEqCaucus: On 6/15/2020, the Supreme Court ruled that LGBTQ+ workers are protected from discrimination. The House passed the Equalit…"
2375,RepCardenas,"HISTORY MADE! Julie Chavez Rodriguez is the most senior Latina to ever serve in the West Wing. I know she will lift up our voices in the Oval Office as the bust of her grandfather, Cesar Chavez, watches over her. Felicidades, @JulieCR46! 

https://t.co/K4DbBzzJKB"
2376,RepCardenas,"RT @EnergyCommerce: WATCH LIVE: #SubCommTech markup of seven bipartisan bills that strengthen communications networks, promote innovation a…"
2377,RepCardenas,"I was honored to provide the Keynote Address for The Science Academy STEM Magnet’s Commencement Ceremony last week. These students have bright futures, and I know they'll make their communities proud. Congratulations to the Inaugural Class of 2022! https://t.co/r4KOxr5WZa"
2378,RepCardenas,"Tech companies are making a profit by collecting and selling user data simply because they can. 

Today I spoke with experts about the American Data Privacy &amp; Protection Act and how it will give us a national framework to protect consumer data. https://t.co/LErpCrAUFu"
2379,RepCardenas,"Unacceptable. This is exactly why our Safe Sleep for Babies Act will ban inclined sleepers from store shelves on November 12th.

https://t.co/Gz9C7p1ISi"
2380,RepCardenas,"Today is #WorldBloodDonorDay, and blood banks are running low due to the pandemic. 

The rising tide of gun violence only makes this worse — gunshot victims are 5x more likely to need transfusions and require 10x more blood units. Please donate!

https://t.co/u4lnQIw4iP"
2381,RepCardenas,"Today, I’m voting ‘yes’ on the bipartisan Recovering America’s Wildlife Act to bring $57M to California to:
🦅 Protect threatened &amp; endangered species
💰 Make conservation more cost-effective
🌎 Build more climate change-resilient ecosystems
🎣 Boost the outdoor economy https://t.co/35J9O3Upkj"
2382,RepCardenas,"As we honor our nation’s flag today, we reflect on the fundamental promises of our democracy: Freedom, justice and equality for everyone. 

#flagday2022 https://t.co/jsm8dz42G3"
2383,RepCardenas,"It was an honor to start another day presiding over the floor in the People's House. 

Ready to get to work for Valley families! https://t.co/qYOV7eMLX0"
2384,RepCardenas,"Today in @EnergyCommerce, we are discussing the American Data Privacy &amp; Protection Act, which establishes a strong national framework to protect consumer data privacy and security. Watch it here! 👇 https://t.co/FjDWQtnQrs"
2385,RepCardenas,"It's always exciting when Valley leaders come together to fight to ensure that our community has access to mental health care! 

Grateful for the opportunity to speak at @FundaMentalChng's 4th Annual Mental Health Symposium this weekend. https://t.co/kCjNlOXenT"
2386,RepCardenas,"Thrilled that President Biden signed @RepGraceMeng's bill to establish a research commission for the AAPI Museum today! 

I look forward to seeing the museum recognizing AAPI history and culture in America on the National Mall with the Latino Museum. https://t.co/OaVAwceLIF"
2387,RepCardenas,"Thank you, @usambassadorcr, for hosting us at your home! 

Looking forward to our continued partnership in advancing democratic values abroad while working toward a shared vision of a better future for everyone in the Americas. https://t.co/CAd1Mntvxb"
2388,RepCardenas,"RT @RepZoeLofgren: Thursday’s hearing was only the beginning of the @January6thCmte presenting our findings to the American people.
 
This…"
2389,RepCardenas,"It’s been six years since a gunman killed 49 people at #Pulse. Today &amp; always, we send love &amp; strength to the survivors, families of victims &amp; LGBTQ+ community. 

Let’s honor them with action &amp; continue to fight for commonsense gun reform in Congress.

https://t.co/3jxUSoWEKt"
2390,RepCardenas,"Joined #MarchforOurLives in LA today and spoke with students from the Valley. We were loud and clear: the time to #EndGunViolence is now. 

We’ve voted on commonsense gun safety laws in the House. It’s time to get them through the Senate. https://t.co/P40s4fmnOp"
2391,RepCardenas,"This week I voted to pass commonsense gun safety measures like ""red flag"" laws that are already proven to work — they've prevented potential gun violence in California. The Senate must also vote to pass these laws to make our country safer. https://t.co/63B92Wtuft"
2392,RepCardenas,"Last night's hearing was difficult to watch. Testimony from one of our own U.S. Capitol Police Officers and graphic footage of the attack confirmed just how perilous that day was for our democracy and the Americans defending it from insurrectionists.

https://t.co/C3x04PW0x7"
2393,RepCardenas,"On this day in 1963, President Kennedy signed the #EqualPayAct into law, legally prohibiting pay discrimination based on sex. 

I'm proud to continue to fight for equality today, working to make sure everyone has the right to work and receive a fair paycheck. https://t.co/PhyT7eFz4N"
2394,RepCardenas,"Americans deserve to learn the truth about the January 6th insurrection.

Tune in tonight at 5 P.M. PT to watch eyewitness testimony, never-before-seen footage and more during the #January6thCommitteeHearings.

https://t.co/OkbuwNY6v8"
2395,RepCardenas,"Denver has been dispatching crisis teams for mental health emergencies—and it’s working. People are getting help and crime and costs are down.

Our #988Implementation Act will help cities across the country do the same.

https://t.co/xvkbs3398o"
2396,RepCardenas,"Whether you need assistance with a bank issue like Mr. Marquez, a new passport under a tight deadline or help communicating with a government agency, there's a lot we can do to help you. 

Our team of caseworkers is just a call away at (818) 221-3718. https://t.co/JxBYVdbTcK"
2397,RepCardenas,Honored to kick off the IX #SummitoftheAmericas with @POTUS and leaders from across the Western Hemisphere! https://t.co/guoI1h4kam
2398,RepCardenas,"Every single person in our community and across the country deserves clean water and modern resources.
 
Last night, I voted to pass #WRDA2022 to advance environmental justice and help our Valley community invest in water infrastructure essential to everyday life. https://t.co/Bwnhy93dSB"
2399,RepCardenas,"Now more than ever, we need to be there for our nation’s youth who are struggling with mental health.

Joined @SecBecerra, @RepJimmyGomez and others to talk to Montebello High School students and parents on how we can best support with prevention and crisis resources. https://t.co/sd0SPiZtKY"
2400,RepTonyGonzales,Happy Labor Day to all the hardworking men and women across #TX23! Thank you to all those who keep our country running. https://t.co/5j0DziXxhE
